Site,Label,concepticonReference,Concepticon_Gloss
795,road_path-68,2457,PATH OR ROAD
796,road_path-69,2457,PATH OR ROAD
797,road_path-70,2457,PATH OR ROAD
798,road_path-71,2457,PATH OR ROAD
799,road_path-72,2457,PATH OR ROAD
800,road_path-73,2457,PATH OR ROAD
801,road_path-74,2457,PATH OR ROAD
802,road_path-75,2457,PATH OR ROAD
803,road_path-76,2457,PATH OR ROAD
804,road_path-77,2457,PATH OR ROAD
805,road_path-78,2457,PATH OR ROAD
806,road_path-79,2457,PATH OR ROAD
807,road_path-80,2457,PATH OR ROAD
808,road_path-81,2457,PATH OR ROAD
809,road_path-82,2457,PATH OR ROAD
810,road_path-83,2457,PATH OR ROAD
811,road_path-84,2457,PATH OR ROAD
812,road_path-85,2457,PATH OR ROAD
813,road_path-86,2457,PATH OR ROAD
814,road_path-87,2457,PATH OR ROAD
815,road_path-88,2457,PATH OR ROAD
816,road_path-89,2457,PATH OR ROAD
817,road_path-90,2457,PATH OR ROAD
818,road_path-91,2457,PATH OR ROAD
819,road_path-92,2457,PATH OR ROAD
820,road_path-93,2457,PATH OR ROAD
821,road_path-94,2457,PATH OR ROAD
822,road_path-95,2457,PATH OR ROAD
823,road_path-96,2457,PATH OR ROAD
824,road_path-97,2457,PATH OR ROAD
825,road_path-98,2457,PATH OR ROAD
826,road_path-99,2457,PATH OR ROAD
827,to_come-1,1446,COME
828,to_come-2,1446,COME
829,to_come-3,1446,COME
830,to_come-4,1446,COME
831,to_come-5,1446,COME
832,to_come-6,1446,COME
833,to_come-7,1446,COME
834,to_come-8,1446,COME
835,to_come-9,1446,COME
836,to_come-10,1446,COME
837,to_come-11,1446,COME
838,to_come-12,1446,COME
839,to_come-13,1446,COME
840,to_come-14,1446,COME
841,to_come-15,1446,COME
842,to_come-16,1446,COME
843,to_come-17,1446,COME
844,to_come-18,1446,COME
845,to_come-19,1446,COME
846,to_come-20,1446,COME
847,to_come-21,1446,COME
848,to_come-22,1446,COME
849,to_come-23,1446,COME
850,to_come-24,1446,COME
851,to_come-25,1446,COME
852,to_come-26,1446,COME
853,to_come-27,1446,COME
854,to_come-28,1446,COME
855,to_come-29,1446,COME
856,to_come-30,1446,COME
857,to_come-31,1446,COME
858,to_come-32,1446,COME
859,to_come-33,1446,COME
860,to_come-34,1446,COME
861,to_come-35,1446,COME
862,to_come-36,1446,COME
863,to_come-37,1446,COME
864,to_come-38,1446,COME
865,to_come-39,1446,COME
866,to_come-40,1446,COME
867,to_come-41,1446,COME
868,to_come-42,1446,COME
869,to_come-43,1446,COME
870,to_come-44,1446,COME
871,to_come-45,1446,COME
872,to_come-46,1446,COME
873,to_come-47,1446,COME
874,to_come-48,1446,COME
875,to_come-49,1446,COME
876,to_come-50,1446,COME
877,to_come-51,1446,COME
878,to_come-52,1446,COME
879,to_come-53,1446,COME
880,to_come-54,1446,COME
881,to_come-55,1446,COME
882,to_come-56,1446,COME
883,to_come-57,1446,COME
884,to_come-58,1446,COME
885,to_come-59,1446,COME
886,to_come-60,1446,COME
887,to_come-61,1446,COME
888,to_come-62,1446,COME
889,to_come-63,1446,COME
890,to_come-64,1446,COME
891,to_come-65,1446,COME
892,to_come-66,1446,COME
893,to_come-67,1446,COME
894,to_come-68,1446,COME
895,to_come-69,1446,COME
896,to_come-70,1446,COME
897,to_come-71,1446,COME
898,to_come-72,1446,COME
899,to_come-73,1446,COME
900,to_come-74,1446,COME
901,to_come-75,1446,COME
902,to_come-76,1446,COME
903,to_come-77,1446,COME
904,to_come-78,1446,COME
905,to_come-79,1446,COME
906,to_come-80,1446,COME
907,to_come-81,1446,COME
908,to_come-82,1446,COME
909,to_come-83,1446,COME
910,to_come-84,1446,COME
911,to_come-85,1446,COME
912,to_come-86,1446,COME
913,to_come-87,1446,COME
914,to_come-88,1446,COME
915,to_come-89,1446,COME
916,to_come-90,1446,COME
917,to_come-91,1446,COME
918,to_come-92,1446,COME
919,to_come-93,1446,COME
920,to_come-94,1446,COME
921,to_come-95,1446,COME
922,to_come-96,1446,COME
923,to_come-97,1446,COME
924,to_come-98,1446,COME
925,to_come-99,1446,COME
926,to_come-100,1446,COME
927,to_come-101,1446,COME
928,to_come-102,1446,COME
929,to_come-103,1446,COME
930,to_come-104,1446,COME
931,to_come-105,1446,COME
932,to_come-106,1446,COME
933,to_come-107,1446,COME
934,to_come-108,1446,COME
935,to_come-109,1446,COME
936,to_come-110,1446,COME
937,to_come-111,1446,COME
938,to_come-112,1446,COME
939,to_come-113,1446,COME
940,to_come-114,1446,COME
941,to_come-115,1446,COME
942,to_come-116,1446,COME
943,to_come-117,1446,COME
944,to_come-118,1446,COME
945,to_come-119,1446,COME
946,to_come-120,1446,COME
947,to_come-121,1446,COME
948,to_come-122,1446,COME
949,to_come-123,1446,COME
950,to_come-124,1446,COME
951,to_come-125,1446,COME
952,to_come-126,1446,COME
953,to_come-127,1446,COME
954,to_come-128,1446,COME
955,to_come-129,1446,COME
956,to_come-130,1446,COME
957,to_come-131,1446,COME
958,to_come-132,1446,COME
959,to_come-133,1446,COME
960,to_come-134,1446,COME
961,to_come-135,1446,COME
962,to_come-136,1446,COME
963,to_come-137,1446,COME
964,to_come-138,1446,COME
965,to_come-139,1446,COME
966,to_come-140,1446,COME
967,to_come-141,1446,COME
968,to_come-142,1446,COME
969,to_come-143,1446,COME
970,to_come-144,1446,COME
971,to_come-145,1446,COME
972,to_come-146,1446,COME
973,to_come-147,1446,COME
974,to_come-148,1446,COME
975,to_come-149,1446,COME
976,to_come-150,1446,COME
977,to_come-151,1446,COME
978,to_come-152,1446,COME
979,to_come-153,1446,COME
980,to_come-154,1446,COME
981,to_come-155,1446,COME
982,to_come-156,1446,COME
983,to_come-157,1446,COME
984,to_come-158,1446,COME
985,to_come-159,1446,COME
986,to_come-160,1446,COME
987,to_come-161,1446,COME
988,to_come-162,1446,COME
989,to_come-163,1446,COME
990,to_come-164,1446,COME
991,to_come-165,1446,COME
992,to_turn-1,1588,TURN
993,to_turn-2,1588,TURN
994,to_turn-3,1588,TURN
995,to_turn-4,1588,TURN
996,to_turn-5,1588,TURN
997,to_turn-6,1588,TURN
998,to_turn-7,1588,TURN
999,to_turn-8,1588,TURN
1000,to_turn-9,1588,TURN
1001,to_turn-10,1588,TURN
1002,to_turn-11,1588,TURN
1003,to_turn-12,1588,TURN
1004,to_turn-13,1588,TURN
1005,to_turn-14,1588,TURN
1006,to_turn-15,1588,TURN
1007,to_turn-16,1588,TURN
1008,to_turn-17,1588,TURN
1009,to_turn-18,1588,TURN
1010,to_turn-19,1588,TURN
1011,to_turn-20,1588,TURN
1012,to_turn-21,1588,TURN
1013,to_turn-22,1588,TURN
1014,to_turn-23,1588,TURN
1015,to_turn-24,1588,TURN
1016,to_turn-25,1588,TURN
1017,to_turn-26,1588,TURN
1018,to_turn-27,1588,TURN
1019,to_turn-28,1588,TURN
1020,to_turn-29,1588,TURN
1021,to_turn-30,1588,TURN
1022,to_turn-31,1588,TURN
1023,to_turn-32,1588,TURN
1024,to_turn-33,1588,TURN
1025,to_turn-34,1588,TURN
1026,to_turn-35,1588,TURN
1027,to_turn-36,1588,TURN
1028,to_turn-37,1588,TURN
1029,to_turn-38,1588,TURN
1030,to_turn-39,1588,TURN
1031,to_turn-40,1588,TURN
1032,to_turn-41,1588,TURN
1033,to_turn-42,1588,TURN
1034,to_turn-43,1588,TURN
1035,to_turn-44,1588,TURN
1036,to_turn-45,1588,TURN
1037,to_turn-46,1588,TURN
1038,to_turn-47,1588,TURN
1039,to_turn-48,1588,TURN
1040,to_turn-49,1588,TURN
1041,to_turn-50,1588,TURN
1042,to_turn-51,1588,TURN
1043,to_turn-52,1588,TURN
1044,to_turn-53,1588,TURN
1045,to_turn-54,1588,TURN
1046,to_turn-55,1588,TURN
1047,to_turn-56,1588,TURN
1048,to_turn-57,1588,TURN
1049,to_turn-58,1588,TURN
1050,to_turn-59,1588,TURN
1051,to_turn-60,1588,TURN
1052,to_turn-61,1588,TURN
1053,to_turn-62,1588,TURN
1054,to_turn-63,1588,TURN
1055,to_turn-64,1588,TURN
1056,to_turn-65,1588,TURN
1057,to_turn-66,1588,TURN
1058,to_turn-67,1588,TURN
1059,to_turn-68,1588,TURN
1060,to_turn-69,1588,TURN
1061,to_turn-70,1588,TURN
1062,to_turn-71,1588,TURN
1063,to_turn-72,1588,TURN
1064,to_turn-73,1588,TURN
1065,to_turn-74,1588,TURN
1066,to_turn-75,1588,TURN
1067,to_turn-76,1588,TURN
1068,to_turn-77,1588,TURN
1069,to_turn-78,1588,TURN
1070,to_turn-79,1588,TURN
1071,to_turn-80,1588,TURN
1072,to_turn-81,1588,TURN
1073,to_turn-82,1588,TURN
1074,to_turn-83,1588,TURN
1075,to_turn-84,1588,TURN
1076,to_turn-85,1588,TURN
1077,to_turn-86,1588,TURN
1078,to_turn-87,1588,TURN
1079,to_turn-88,1588,TURN
1080,to_turn-89,1588,TURN
1081,to_turn-90,1588,TURN
1082,to_turn-91,1588,TURN
1083,to_turn-92,1588,TURN
1084,to_turn-93,1588,TURN
1085,to_turn-94,1588,TURN
1086,to_turn-95,1588,TURN
1087,to_turn-96,1588,TURN
1088,to_turn-97,1588,TURN
1089,to_turn-98,1588,TURN
1090,to_turn-99,1588,TURN
1091,to_turn-100,1588,TURN
1092,to_turn-101,1588,TURN
1093,to_turn-102,1588,TURN
1094,to_turn-103,1588,TURN
1095,to_turn-104,1588,TURN
1096,to_turn-105,1588,TURN
1097,to_turn-106,1588,TURN
1098,to_turn-107,1588,TURN
1099,to_turn-108,1588,TURN
1100,to_turn-109,1588,TURN
1101,to_turn-110,1588,TURN
1102,to_turn-111,1588,TURN
1103,to_turn-112,1588,TURN
1104,to_turn-113,1588,TURN
1105,to_turn-114,1588,TURN
1106,to_turn-115,1588,TURN
1107,to_turn-116,1588,TURN
1108,to_turn-117,1588,TURN
1109,to_turn-118,1588,TURN
1110,to_turn-119,1588,TURN
1111,to_turn-120,1588,TURN
1112,to_turn-121,1588,TURN
1113,to_turn-122,1588,TURN
1114,to_turn-123,1588,TURN
1115,to_turn-124,1588,TURN
1116,to_turn-125,1588,TURN
1117,to_turn-126,1588,TURN
1118,to_turn-127,1588,TURN
1119,to_turn-128,1588,TURN
1120,to_turn-129,1588,TURN
1121,to_turn-130,1588,TURN
1122,to_turn-131,1588,TURN
1123,to_turn-132,1588,TURN
1124,to_turn-133,1588,TURN
1125,to_turn-134,1588,TURN
1126,to_turn-135,1588,TURN
1127,to_turn-136,1588,TURN
1128,to_turn-137,1588,TURN
1129,to_turn-138,1588,TURN
1130,to_turn-139,1588,TURN
1131,to_turn-140,1588,TURN
1132,to_turn-141,1588,TURN
1133,to_turn-142,1588,TURN
1134,to_turn-143,1588,TURN
1135,to_turn-144,1588,TURN
1136,to_turn-145,1588,TURN
1137,to_turn-146,1588,TURN
1138,to_turn-147,1588,TURN
1139,to_turn-148,1588,TURN
1140,to_turn-149,1588,TURN
1141,to_turn-150,1588,TURN
1142,to_turn-151,1588,TURN
1143,to_turn-152,1588,TURN
1144,to_turn-153,1588,TURN
1145,to_turn-154,1588,TURN
1146,to_turn-155,1588,TURN
1147,to_turn-156,1588,TURN
1148,to_turn-157,1588,TURN
1149,to_turn-158,1588,TURN
1150,to_turn-159,1588,TURN
1151,to_turn-160,1588,TURN
1152,to_turn-161,1588,TURN
1153,to_turn-162,1588,TURN
1154,to_turn-163,1588,TURN
1155,to_turn-164,1588,TURN
1156,to_turn-165,1588,TURN
1157,to_turn-166,1588,TURN
1158,to_turn-167,1588,TURN
1159,to_turn-168,1588,TURN
1160,to_turn-169,1588,TURN
1161,to_turn-170,1588,TURN
1162,to_turn-171,1588,TURN
1163,to_turn-172,1588,TURN
1164,to_turn-173,1588,TURN
1165,to_turn-174,1588,TURN
1166,to_turn-175,1588,TURN
1167,to_turn-176,1588,TURN
1168,to_turn-177,1588,TURN
1169,to_turn-178,1588,TURN
1170,to_turn-179,1588,TURN
1171,to_turn-180,1588,TURN
1172,to_turn-181,1588,TURN
1173,to_turn-182,1588,TURN
1174,to_turn-183,1588,TURN
1175,to_turn-184,1588,TURN
1176,to_turn-185,1588,TURN
1177,to_turn-186,1588,TURN
1178,to_turn-187,1588,TURN
1179,to_turn-188,1588,TURN
1180,to_turn-189,1588,TURN
1181,to_turn-190,1588,TURN
1182,to_turn-191,1588,TURN
1183,to_turn-192,1588,TURN
1184,to_turn-193,1588,TURN
1185,to_turn-194,1588,TURN
1186,to_turn-195,1588,TURN
1187,to_turn-196,1588,TURN
1188,to_turn-197,1588,TURN
1189,to_turn-198,1588,TURN
1190,to_turn-199,1588,TURN
1191,to_turn-200,1588,TURN
1192,to_turn-201,1588,TURN
1193,to_turn-202,1588,TURN
1194,to_turn-203,1588,TURN
1195,to_turn-204,1588,TURN
1196,to_turn-205,1588,TURN
1197,to_turn-206,1588,TURN
1198,to_turn-207,1588,TURN
1199,to_turn-208,1588,TURN
1200,to_turn-209,1588,TURN
1201,to_turn-210,1588,TURN
1202,to_turn-211,1588,TURN
1203,to_turn-212,1588,TURN
1204,to_turn-213,1588,TURN
1205,to_turn-214,1588,TURN
1206,to_turn-215,1588,TURN
1207,to_turn-216,1588,TURN
1208,to_turn-217,1588,TURN
1209,to_turn-218,1588,TURN
1210,to_turn-219,1588,TURN
1211,to_turn-220,1588,TURN
1212,to_turn-221,1588,TURN
1213,to_turn-222,1588,TURN
1214,to_turn-223,1588,TURN
1215,to_turn-224,1588,TURN
1216,to_turn-225,1588,TURN
1217,to_turn-226,1588,TURN
1218,to_turn-227,1588,TURN
1219,to_turn-228,1588,TURN
1220,to_turn-229,1588,TURN
1221,to_turn-230,1588,TURN
1222,to_turn-231,1588,TURN
1223,to_turn-232,1588,TURN
1224,to_turn-233,1588,TURN
1225,to_turn-234,1588,TURN
1226,to_turn-235,1588,TURN
1227,to_turn-236,1588,TURN
1228,to_turn-237,1588,TURN
1229,to_turn-238,1588,TURN
1230,to_turn-239,1588,TURN
1231,to_turn-240,1588,TURN
1232,to_turn-241,1588,TURN
1233,to_turn-242,1588,TURN
1234,to_turn-243,1588,TURN
1235,to_turn-244,1588,TURN
1236,to_turn-245,1588,TURN
1237,to_turn-246,1588,TURN
1238,to_turn-247,1588,TURN
1239,to_swim-1,1439,SWIM
1240,to_swim-2,1439,SWIM
1241,to_swim-3,1439,SWIM
1242,to_swim-4,1439,SWIM
1243,to_swim-5,1439,SWIM
1244,to_swim-6,1439,SWIM
1245,to_swim-7,1439,SWIM
1246,to_swim-8,1439,SWIM
1247,to_swim-9,1439,SWIM
1248,to_swim-10,1439,SWIM
1249,to_swim-11,1439,SWIM
1250,to_swim-12,1439,SWIM
1251,to_swim-13,1439,SWIM
1252,to_swim-14,1439,SWIM
1253,to_swim-15,1439,SWIM
1254,to_swim-16,1439,SWIM
1255,to_swim-17,1439,SWIM
1256,to_swim-18,1439,SWIM
1257,to_swim-19,1439,SWIM
1258,to_swim-20,1439,SWIM
1259,to_swim-21,1439,SWIM
1260,to_swim-22,1439,SWIM
1261,to_swim-23,1439,SWIM
1262,to_swim-24,1439,SWIM
1263,to_swim-25,1439,SWIM
1264,to_swim-26,1439,SWIM
1265,to_swim-27,1439,SWIM
1266,to_swim-28,1439,SWIM
1267,to_swim-29,1439,SWIM
1268,to_swim-30,1439,SWIM
1269,to_swim-31,1439,SWIM
1270,to_swim-32,1439,SWIM
1271,to_swim-33,1439,SWIM
1272,to_swim-34,1439,SWIM
1273,to_swim-35,1439,SWIM
1274,to_swim-36,1439,SWIM
1275,to_swim-37,1439,SWIM
1276,to_swim-38,1439,SWIM
1277,to_swim-39,1439,SWIM
1278,to_swim-40,1439,SWIM
1279,to_swim-41,1439,SWIM
1280,to_swim-42,1439,SWIM
1281,to_swim-43,1439,SWIM
1282,to_swim-44,1439,SWIM
1283,to_swim-45,1439,SWIM
1284,to_swim-46,1439,SWIM
1285,to_swim-47,1439,SWIM
1286,to_swim-48,1439,SWIM
1287,to_swim-49,1439,SWIM
1288,to_swim-50,1439,SWIM
1289,to_swim-51,1439,SWIM
1290,to_swim-52,1439,SWIM
1291,to_swim-53,1439,SWIM
1292,to_swim-54,1439,SWIM
1293,to_swim-55,1439,SWIM
1294,to_swim-56,1439,SWIM
1295,to_swim-57,1439,SWIM
1296,to_swim-58,1439,SWIM
1297,to_swim-59,1439,SWIM
1298,to_swim-60,1439,SWIM
1299,to_swim-61,1439,SWIM
1300,to_swim-62,1439,SWIM
1301,to_swim-63,1439,SWIM
1302,to_swim-64,1439,SWIM
1303,to_swim-65,1439,SWIM
1304,to_swim-66,1439,SWIM
1305,to_swim-67,1439,SWIM
1306,to_swim-68,1439,SWIM
1307,to_swim-69,1439,SWIM
1308,to_swim-70,1439,SWIM
1309,to_swim-71,1439,SWIM
1310,to_swim-72,1439,SWIM
1311,to_swim-73,1439,SWIM
1312,to_swim-74,1439,SWIM
1313,to_swim-75,1439,SWIM
1314,to_swim-76,1439,SWIM
1315,to_swim-77,1439,SWIM
1316,to_swim-78,1439,SWIM
1317,to_swim-79,1439,SWIM
1318,to_swim-80,1439,SWIM
1319,to_swim-81,1439,SWIM
1320,to_swim-82,1439,SWIM
1321,to_swim-83,1439,SWIM
1322,to_swim-84,1439,SWIM
1323,to_swim-85,1439,SWIM
1324,to_swim-86,1439,SWIM
1325,to_swim-87,1439,SWIM
1326,to_swim-88,1439,SWIM
1327,to_swim-89,1439,SWIM
1328,to_swim-90,1439,SWIM
1329,to_swim-91,1439,SWIM
1330,to_swim-92,1439,SWIM
1331,to_swim-93,1439,SWIM
1332,to_swim-94,1439,SWIM
1333,to_swim-95,1439,SWIM
1334,to_swim-96,1439,SWIM
1335,to_swim-97,1439,SWIM
1336,to_swim-98,1439,SWIM
1337,to_swim-99,1439,SWIM
1338,to_swim-100,1439,SWIM
1339,to_swim-101,1439,SWIM
1340,to_swim-102,1439,SWIM
1341,to_swim-103,1439,SWIM
1342,to_swim-104,1439,SWIM
1343,to_swim-105,1439,SWIM
1344,to_swim-106,1439,SWIM
1345,to_swim-107,1439,SWIM
1346,to_swim-108,1439,SWIM
1347,to_swim-109,1439,SWIM
1348,to_swim-110,1439,SWIM
1349,to_swim-111,1439,SWIM
1350,to_swim-112,1439,SWIM
1351,to_swim-113,1439,SWIM
1352,to_swim-114,1439,SWIM
1353,to_swim-115,1439,SWIM
1354,to_swim-116,1439,SWIM
1355,to_swim-117,1439,SWIM
1356,to_swim-118,1439,SWIM
1357,to_swim-119,1439,SWIM
1358,to_swim-120,1439,SWIM
1359,to_swim-121,1439,SWIM
1360,to_swim-122,1439,SWIM
1361,to_swim-123,1439,SWIM
1362,to_swim-124,1439,SWIM
1363,to_swim-125,1439,SWIM
1364,to_swim-126,1439,SWIM
1365,to_swim-127,1439,SWIM
1366,to_swim-128,1439,SWIM
1367,to_swim-129,1439,SWIM
1368,to_swim-130,1439,SWIM
1369,to_swim-131,1439,SWIM
1370,to_swim-132,1439,SWIM
1371,to_swim-133,1439,SWIM
1372,to_swim-134,1439,SWIM
1373,to_swim-135,1439,SWIM
1374,to_swim-136,1439,SWIM
1375,to_swim-137,1439,SWIM
1376,to_swim-138,1439,SWIM
1377,to_swim-139,1439,SWIM
1378,to_swim-140,1439,SWIM
1379,to_swim-141,1439,SWIM
1380,to_swim-142,1439,SWIM
1381,to_swim-143,1439,SWIM
1382,to_swim-144,1439,SWIM
1383,to_swim-145,1439,SWIM
1384,to_swim-146,1439,SWIM
1385,to_swim-147,1439,SWIM
1386,to_swim-148,1439,SWIM
1387,to_swim-149,1439,SWIM
1388,to_swim-150,1439,SWIM
1389,to_swim-151,1439,SWIM
1390,to_swim-152,1439,SWIM
1391,to_swim-153,1439,SWIM
1392,to_swim-154,1439,SWIM
1393,to_swim-155,1439,SWIM
1394,to_swim-156,1439,SWIM
1395,to_swim-157,1439,SWIM
1396,to_swim-158,1439,SWIM
1397,to_swim-159,1439,SWIM
1398,to_swim-160,1439,SWIM
1399,to_swim-161,1439,SWIM
1400,to_swim-162,1439,SWIM
1401,to_swim-163,1439,SWIM
1402,to_swim-164,1439,SWIM
1403,to_swim-165,1439,SWIM
1404,dirty-1,1230,DIRTY
1405,dirty-2,1230,DIRTY
1406,dirty-3,1230,DIRTY
1407,dirty-4,1230,DIRTY
1408,dirty-5,1230,DIRTY
1409,dirty-6,1230,DIRTY
1410,dirty-7,1230,DIRTY
1411,dirty-8,1230,DIRTY
1412,dirty-9,1230,DIRTY
1413,dirty-10,1230,DIRTY
1414,dirty-11,1230,DIRTY
1415,dirty-12,1230,DIRTY
1416,dirty-13,1230,DIRTY
1417,dirty-14,1230,DIRTY
1418,dirty-15,1230,DIRTY
1419,dirty-16,1230,DIRTY
1420,dirty-17,1230,DIRTY
1421,dirty-18,1230,DIRTY
1422,dirty-19,1230,DIRTY
1423,dirty-20,1230,DIRTY
1424,dirty-21,1230,DIRTY
1425,dirty-22,1230,DIRTY
1426,dirty-23,1230,DIRTY
1427,dirty-24,1230,DIRTY
1428,dirty-25,1230,DIRTY
1429,dirty-26,1230,DIRTY
1430,dirty-27,1230,DIRTY
1431,dirty-28,1230,DIRTY
1432,dirty-29,1230,DIRTY
1433,dirty-30,1230,DIRTY
1434,dirty-31,1230,DIRTY
1435,dirty-32,1230,DIRTY
1436,dirty-33,1230,DIRTY
1437,dirty-34,1230,DIRTY
1438,dirty-35,1230,DIRTY
1439,dirty-36,1230,DIRTY
1440,dirty-37,1230,DIRTY
1441,dirty-38,1230,DIRTY
1442,dirty-39,1230,DIRTY
1443,dirty-40,1230,DIRTY
1444,dirty-41,1230,DIRTY
1445,dirty-42,1230,DIRTY
1446,dirty-43,1230,DIRTY
1447,dirty-44,1230,DIRTY
1448,dirty-45,1230,DIRTY
1449,dirty-46,1230,DIRTY
1450,dirty-47,1230,DIRTY
1451,dirty-48,1230,DIRTY
1452,dirty-49,1230,DIRTY
1453,dirty-50,1230,DIRTY
1454,dirty-51,1230,DIRTY
1455,dirty-52,1230,DIRTY
1456,dirty-53,1230,DIRTY
1457,dirty-54,1230,DIRTY
1458,dirty-55,1230,DIRTY
1459,dirty-56,1230,DIRTY
1460,dirty-57,1230,DIRTY
1461,dirty-58,1230,DIRTY
1462,dirty-59,1230,DIRTY
1463,dirty-60,1230,DIRTY
1464,dirty-61,1230,DIRTY
1465,dirty-62,1230,DIRTY
1466,dirty-63,1230,DIRTY
1467,dirty-64,1230,DIRTY
1468,dirty-65,1230,DIRTY
1469,dirty-66,1230,DIRTY
1470,dirty-67,1230,DIRTY
1471,dirty-68,1230,DIRTY
1472,dirty-69,1230,DIRTY
1473,dirty-70,1230,DIRTY
1474,dirty-71,1230,DIRTY
1475,dirty-72,1230,DIRTY
1476,dirty-73,1230,DIRTY
1477,dirty-74,1230,DIRTY
1478,dirty-75,1230,DIRTY
1479,dirty-76,1230,DIRTY
1480,dirty-77,1230,DIRTY
1481,dirty-78,1230,DIRTY
1482,dirty-79,1230,DIRTY
1483,dirty-80,1230,DIRTY
1484,dirty-81,1230,DIRTY
1485,dirty-82,1230,DIRTY
1486,dirty-83,1230,DIRTY
1487,dirty-84,1230,DIRTY
1488,dirty-85,1230,DIRTY
1489,dirty-86,1230,DIRTY
1490,dirty-87,1230,DIRTY
1491,dirty-88,1230,DIRTY
1492,dirty-89,1230,DIRTY
1493,dirty-90,1230,DIRTY
1494,dirty-91,1230,DIRTY
1495,dirty-92,1230,DIRTY
1496,dirty-93,1230,DIRTY
1497,dirty-94,1230,DIRTY
1498,dirty-95,1230,DIRTY
1499,dirty-96,1230,DIRTY
1500,dirty-97,1230,DIRTY
1501,dirty-98,1230,DIRTY
1502,dirty-99,1230,DIRTY
1503,dirty-100,1230,DIRTY
1504,dirty-101,1230,DIRTY
1505,dirty-102,1230,DIRTY
1506,dirty-103,1230,DIRTY
1507,dirty-104,1230,DIRTY
1508,dirty-105,1230,DIRTY
1509,dirty-106,1230,DIRTY
1510,dirty-107,1230,DIRTY
1511,dirty-108,1230,DIRTY
1512,dirty-109,1230,DIRTY
1513,dirty-110,1230,DIRTY
1514,dirty-111,1230,DIRTY
1515,dirty-112,1230,DIRTY
1516,dirty-113,1230,DIRTY
1517,dirty-114,1230,DIRTY
1518,dirty-115,1230,DIRTY
1519,dirty-116,1230,DIRTY
1520,dirty-117,1230,DIRTY
1521,dirty-118,1230,DIRTY
1522,dirty-119,1230,DIRTY
1523,dirty-120,1230,DIRTY
1524,dirty-121,1230,DIRTY
1525,dirty-122,1230,DIRTY
1526,dirty-123,1230,DIRTY
1527,dirty-124,1230,DIRTY
1528,dirty-125,1230,DIRTY
1529,dirty-126,1230,DIRTY
1530,dirty-127,1230,DIRTY
1531,dirty-128,1230,DIRTY
1532,dirty-129,1230,DIRTY
1533,dirty-130,1230,DIRTY
1534,dirty-131,1230,DIRTY
1535,dirty-132,1230,DIRTY
1536,dirty-133,1230,DIRTY
1537,dirty-134,1230,DIRTY
1538,dirty-135,1230,DIRTY
1539,dirty-136,1230,DIRTY
1540,dirty-137,1230,DIRTY
1541,dirty-138,1230,DIRTY
1542,dirty-139,1230,DIRTY
1543,dirty-140,1230,DIRTY
1544,dirty-141,1230,DIRTY
1545,dirty-142,1230,DIRTY
1546,dirty-143,1230,DIRTY
1547,dirty-144,1230,DIRTY
1548,dirty-145,1230,DIRTY
1549,dirty-146,1230,DIRTY
1550,dirty-147,1230,DIRTY
1551,dirty-148,1230,DIRTY
1552,dirty-149,1230,DIRTY
1553,dirty-150,1230,DIRTY
1554,dirty-151,1230,DIRTY
1555,dirty-152,1230,DIRTY
1556,dirty-153,1230,DIRTY
1557,dirty-154,1230,DIRTY
1558,dirty-155,1230,DIRTY
1559,dirty-156,1230,DIRTY
1560,dirty-157,1230,DIRTY
1561,dirty-158,1230,DIRTY
1562,dirty-159,1230,DIRTY
1563,dirty-160,1230,DIRTY
1564,dirty-161,1230,DIRTY
1565,dirty-162,1230,DIRTY
1566,dirty-163,1230,DIRTY
1567,dirty-164,1230,DIRTY
1568,dirty-165,1230,DIRTY
1569,dirty-166,1230,DIRTY
1570,dirty-167,1230,DIRTY
1571,dirty-168,1230,DIRTY
1572,dirty-169,1230,DIRTY
1573,dirty-170,1230,DIRTY
1574,dirty-171,1230,DIRTY
1575,dirty-172,1230,DIRTY
1576,dirty-173,1230,DIRTY
1577,dirty-174,1230,DIRTY
1578,dirty-175,1230,DIRTY
1579,dirty-176,1230,DIRTY
1580,dirty-177,1230,DIRTY
1581,dirty-178,1230,DIRTY
1582,dirty-179,1230,DIRTY
1583,dirty-180,1230,DIRTY
1584,dirty-181,1230,DIRTY
1585,dirty-182,1230,DIRTY
1586,dirty-183,1230,DIRTY
1587,dirty-184,1230,DIRTY
1588,dirty-185,1230,DIRTY
1589,dirty-186,1230,DIRTY
1590,dirty-187,1230,DIRTY
1591,dirty-188,1230,DIRTY
1592,dirty-189,1230,DIRTY
1593,dirty-190,1230,DIRTY
1594,dirty-191,1230,DIRTY
1595,dirty-192,1230,DIRTY
1596,dirty-193,1230,DIRTY
1597,dirty-194,1230,DIRTY
1598,dirty-195,1230,DIRTY
1599,dirty-196,1230,DIRTY
1600,dirty-197,1230,DIRTY
1601,dirty-198,1230,DIRTY
1602,dirty-199,1230,DIRTY
1603,dirty-200,1230,DIRTY
1604,dirty-201,1230,DIRTY
1605,dirty-202,1230,DIRTY
1606,dirty-203,1230,DIRTY
1607,dirty-204,1230,DIRTY
1608,dirty-205,1230,DIRTY
1609,dirty-206,1230,DIRTY
1610,dirty-207,1230,DIRTY
1611,dirty-208,1230,DIRTY
1612,dirty-209,1230,DIRTY
1613,dirty-210,1230,DIRTY
1614,dirty-211,1230,DIRTY
1615,dirty-212,1230,DIRTY
